0.01 -2.0 -1.0 0.0 0.0 0.0 0.0 0.0
0.02 -2.0 -1.0 0.0 0.0 0.0 0.0 0.0
0.03 -2.0 -1.0 0.0 0.0 0.0 0.0 0.0
0.04 -2.0 -1.0 0.0 0.0 0.0 0.0 0.0
0.05 -2.0 -1.0 0.0 0.0 0.0 0.0 0.0
0.06 -2.0 -1.0 0.0 0.0 0.0 0.0 0.0
0.07 -2.0 -1.0 0.0 0.0 0.0 0.0 0.0
0.08 -2.0 -1.0 0.0 0.0 0.0 0.0 0.0
0.09 -2.0 -1.0 0.0 0.0 0.0 0.0 0.0
0.1 -2.0 -1.0 0.0 0.0 0.0 0.0 0.0
0.11 -2.0 -1.0 0.0 0.0 0.0 0.0 0.0
0.12 -2.0 -1.0 0.0 0.0 0.0 0.0 0.0
0.13 -2.0 -1.0 0.0 0.0 0.0 0.0 0.0
0.14 -2.0 -1.0 0.0 0.0 0.0 0.0 0.0
0.15 -2.0 -1.0 0.0 0.0 0.0 0.0 0.0
0.16 -2.0 -1.0 0.0 0.0 0.0 0.0 0.0
0.17 -2.0 -1.0 0.0 0.0 0.0 0.0 0.0
0.18 -2.0 -1.0 0.0 0.0 0.0 0.0 0.0
0.19 -2.0 -1.0 0.0 0.0 0.0 0.0 0.0
0.2 -2.0 -1.0 0.0 0.0 0.0 0.0 0.0
0.21 -2.0 -1.0 0.0 0.0 0.0 0.0 0.0
0.22 -2.0 -1.0 0.0 0.0 0.0 0.0 0.0
0.23 -2.0 -1.0 0.0 0.0 0.0 0.0 0.0
0.24 -2.0 -1.0 0.0 0.0 0.0 0.0 0.0
0.25 -2.0 -1.0 0.0 0.0 0.0 0.0 0.0
0.26 -2.0 -1.0 0.0 0.0 0.0 0.0 0.0
0.27 -2.0 -1.0 0.0 0.0 0.0 0.0 0.0
0.28 -2.0 -1.0 0.0 0.0 0.0 0.0 0.0
0.29 -2.0 -1.0 0.0 0.0 0.0 0.0 0.0
0.3 -2.0 -1.0 0.0 0.0 0.0 0.0 0.0
0.31 -2.0 -1.0 0.0 0.0 0.0 0.0 0.0
0.32 -2.0 -1.0 0.0 0.0 0.0 0.0 0.0
0.33 -2.0 -1.0 0.0 0.0 0.0 0.0 0.0
